x y1 y2
-0.2016	48	0
-0.2008	47.6	0
-0.2	48	-0.02
-0.1992	48.4	0
-0.1984	48	-0.02
-0.1976	48.4	0
-0.1968	48	0
-0.196	48.4	0
-0.1952	48	0.02
-0.1944	48	0
-0.1936	47.6	0
-0.1928	48	0
-0.192	48	0
-0.1912	48	-0.02
-0.1904	47.6	0
-0.1896	48	0
-0.1888	47.6	-0.02
-0.188	47.6	0
-0.1872	48	0
-0.1864	48	-0.02
-0.1856	48	0
-0.1848	48	-0.02
-0.184	48	0
-0.1832	48	-0.02
-0.1824	48	0.02
-0.1816	48	0
-0.1808	47.6	-0.02
-0.18	48.4	0
-0.1792	47.6	-0.02
-0.1784	47.6	-0.02
-0.1776	48	-0.02
-0.1768	47.6	-0.02
-0.176	48	0
-0.1752	48	0
-0.1744	48	0
-0.1736	48	-0.02
-0.1728	48	0
-0.172	47.6	0
-0.1712	47.6	0
-0.1704	48	-0.02
-0.1696	48	0
-0.1688	48	0
-0.168	48	0
-0.1672	48	0
-0.1664	48	-0.02
-0.1656	48	0.02
-0.1648	48	-0.02
-0.164	47.6	-0.02
-0.1632	48	0
-0.1624	48.4	-0.02
-0.1616	48	0
-0.1608	48	0.02
-0.16	48	-0.02
-0.1592	47.6	0
-0.1584	48.4	0
-0.1576	47.6	0
-0.1568	47.6	0
-0.156	48	0
-0.1552	47.2	-0.02
-0.1544	48	0
-0.1536	48	0
-0.1528	47.6	0
-0.152	48	0
-0.1512	0.22352	0.78
-0.1504	14	0.54
-0.1496	21.2	0.64
-0.1488	24.8	0.68
-0.148	28	0.64
-0.1472	28	0.6
-0.1464	29.2	0.62
-0.1456	29.2	0.58
-0.1448	28.8	0.62
-0.144	26.8	0.62
-0.1432	26	0.66
-0.1424	26.8	0.68
-0.1416	26.8	0.66
-0.1408	25.6	0.66
-0.14	26	0.66
-0.1392	26.4	0.66
-0.1384	26	0.66
-0.1376	25.6	0.66
-0.1368	25.6	0.68
-0.136	25.2	0.68
-0.1352	26.4	0.7
-0.1344	25.2	0.68
-0.1336	26	0.68
-0.1328	25.2	0.7
-0.132	25.2	0.68
-0.1312	24.8	0.68
-0.1304	24.4	0.68
-0.1296	25.6	0.68
-0.1288	25.2	0.68
-0.128	24.8	0.7
-0.1272	24.8	0.68
-0.1264	24.8	0.7
-0.1256	24.8	0.66
-0.1248	24.8	0.66
-0.124	24.8	0.68
-0.1232	24	0.66
-0.1224	24	0.64
-0.1216	24.4	0.64
-0.1208	25.2	0.64
-0.12	24.8	0.6
-0.1192	24.4	0.64
-0.1184	25.2	0.6
-0.1176	24.8	0.62
-0.1168	25.6	0.62
-0.116	24.4	0.62
-0.1152	24.4	0.64
-0.1144	24	0.66
-0.1136	25.2	0.6
-0.1128	24.8	0.62
-0.112	24	0.62
-0.1112	24.8	0.6
-0.1104	24.4	0.58
-0.1096	24	0.62
-0.1088	22.8	0.6
-0.108	24.4	0.56
-0.1072	23.6	0.58
-0.1064	24.8	0.58
-0.1056	23.6	0.58
-0.1048	24.8	0.56
-0.104	24.8	0.56
-0.1032	21.2	0.54
-0.1024	21.6	0.56
-0.1016	21.2	0.54
-0.1008	22	0.56
-1	21.2	0.58
-0.992	21.6	0.56
-0.984	21.6	0.56
-0.976	22	0.58
-0.968	22.8	0.56
-0.96	22.4	0.58
-0.952	22.8	0.56
-0.944	21.6	0.56
-0.936	21.6	0.56
-0.928	22	0.54
-0.92	21.6	0.56
-0.0912	22	0.54
-0.0904	21.6	0.52
-0.0896	22	0.52
-0.0888	22	0.54
-0.088	22	0.52
-0.872	23.6	0.5
-0.864	22.8	0.48
-0.856	22.4	0.5
-0.848	22.8	0.5
-0.84	23.6	0.5
-0.832	22.8	0.5
-0.824	23.2	0.48
-0.816	22.8	0.5
-0.808	23.2	0.46
-0.8	22.4	0.48
-0.792	23.6	0.48
-0.784	24.4	0.38
-0.776	22.8	0.36
-0.768	22.8	0.36
-0.76	22.8	0.38
-0.752	24.4	0.32
-0.744	24.4	0.36
-0.736	24	0.36
-0.728	24.4	0.34
-0.72	23.6	0.34
-0.712	24.4	0.36
-0.704	24.4	0.36
-0.696	23.6	0.36
-0.688	23.6	0.36
-0.68	24	0.34
-0.672	23.6	0.36
-0.664	24	0.32
-0.656	23.6	0.34
-0.648	24.8	0.34
-0.64	25.2	0.32
-0.632	24.4	0.34
-0.624	24	0.32
-0.616	24.8	0.32
-0.608	23.6	0.36
-0.6	24.4	0.32
-0.592	24.8	0.34
-0.584	24.8	0.32
-0.576	26	0.32
-0.568	24.8	0.34
-0.56	25.2	0.3
-0.552	25.2	0.32
-0.544	25.6	0.3
-0.536	24.4	0.32
-0.528	25.2	0.32
-0.52	26.8	0.28
-0.512	26.4	0.3
-0.504	25.6	0.32
-0.496	25.6	0.3
-0.488	26.8	0.34
-0.48	25.6	0.32
-0.472	25.6	0.26
-0.0464	26.8	0.28
-0.0456	27.6	0.24
-0.0448	26.4	0.26
-0.044	25.6	0.3
-0.0432	25.6	0.3
-0.424	26.4	0.28
-0.416	26	0.26
-0.408	26.8	0.3
-0.4	26	0.28
-0.392	47.6	0
-0.384	48	0
-0.376	48	0
-0.368	48	0
-0.36	47.6	-0.02
-0.352	48	-0.02
-0.344	48	-0.02
-0.336	48.4	-0.02
-0.328	48.4	-0.02
-0.32	48	0
-0.312	48.4	0
-0.304	48	-0.02
-0.296	47.6	0
-0.288	48	0
-0.28	47.6	-0.02
-0.272	48	0
-0.264	47.6	0
-0.256	48	0
-0.248	48	0
-0.24	48	0
-0.232	48	-0.02
-0.224	48	-0.02
-0.216	48	0
-0.208	48	-0.02
-0.2	48	0
-0.192	48	0
-0.184	48	0
-0.176	48	-0.02
-0.168	48	0
-0.16	48	0.02
-0.152	48	0
-0.144	47.6	0
-0.136	48	0
-0.128	48.4	0
-0.12	47.6	0
-0.112	48	0
-0.104	47.6	0
-9.6E-10	48	0
-8.8E-10	48	0
-8E-10	48	-0.02
-7.2E-10	48	0
-6.4E-10	48	0
-5.6E-10	48	0
-4.8E-10	48	-0.02
-4E-10	48	-0.02
-3.2E-10	47.6	-0.04
-2.4E-10	47.6	0
-1.6E-10	48.4	0
-8E-11	48	0
0	47.6	0
8E-11	48	-0.02
1.6E-10	48	-0.02
2.4E-10	48	0
3.2E-10	48	-0.02
4E-10	48	0
4.8E-10	48	0
5.6E-10	47.6	0
6.4E-10	48	0
7.2E-10	48.4	0.02
8E-10	48	0
8.8E-10	48.4	-0.02
9.6E-10	48	0.02
0.104	47.6	0
0.112	48	-0.02
0.12	47.6	-0.02
0.128	48	-0.02
0.136	48	-0.02
0.144	48.4	0
0.152	48	-0.02
0.16	48	-0.02
0.168	47.6	0
0.176	48	0
0.184	48	0
0.192	48	0
0.2	47.6	0
0.208	48	0.02
0.216	47.6	-0.02
0.224	48	0
0.232	47.6	-0.02
0.24	48.4	-0.02
0.248	48	-0.02
0.256	48.4	0
0.264	48.4	-0.02
0.272	47.6	-0.02
0.28	47.6	-0.02
0.288	48	-0.02
0.296	48	-0.02
0.304	48	-0.02
0.312	48	0
0.32	48	0
0.328	48.4	0
0.336	48	0
0.344	48	0
0.352	48	0
0.36	48	0
0.368	48	0.02
0.376	48	-0.02
0.384	48	0
0.392	48	0.02
0.4	48	0
0.408	48	0
0.416	47.2	0.02
0.424	48	0
0.0432	47.6	0
0.044	48	0.02
0.0448	48	0
0.0456	48.4	0
0.0464	48	0
0.472	47.6	0
0.48	47.6	0
0.488	47.6	0
0.496	48	-0.02
0.504	48	0
0.512	48	0
0.52	47.6	0
0.528	48	0
0.536	48.4	0
0.544	48	-0.02
0.552	48	0
0.56	48	0.02
0.568	48	0
0.576	48.4	0
0.584	48	0
0.592	48	0
0.6	48	0
0.608	48	0
0.616	48	0
0.624	48	0
0.632	48	0
0.64	48	0
0.648	48	0
0.656	48	0
0.664	47.6	-0.02
0.672	48	0
0.68	48	-0.02
0.688	47.6	0
0.696	47.6	-0.02
0.704	48	0
